Table;Position;Nom;Description;DVF+;DV3F v1;DV3F v2;DV3F v3;DV3F v4;Contrainte;Correspondance FF
ann_typpro;1;codtyppro;Code de typologie du propriétaire (classification large);X;;;;X;;catpro2
ann_typpro;2;libtyppro;Libellé de typologie du propriétaire (classification large);X;;;;X;;
ann_typpro;3;codtyppro2;Code de typologie du propriétaire (classification fine);X;;;;X;;catpro3
ann_typpro;4;libtyppro2;Libellé de typologie du propriétaire (classification fine);X;;;;X;;
