Table;Position;Nom;Description;DVF+;DV3F v1;DV3F v2;DV3F v3;DV3F v4;Contrainte;Correspondance FF
ann_nature_culture_speciale;1;natcultspe;;X;X;X;X;X;;
ann_nature_culture_speciale;2;libnatcusp;;X;X;X;X;X;;
