Table;Position;Nom;Description;DVF+;DV3F v1;DV3F v2;DV3F v3;DV3F v4;Contrainte;Correspondance FF
adresse_local;1;idadresse;identifiant de la table adresse;X;X;X;X;X;;
adresse_local;2;iddispoloc;identifiant de la table local;X;X;X;X;X;;
adresse_local;3;coddep;code du département;X;X;X;X;X;C;
adresse_local;4;idmutation;identifiant de clef primaire de la table mutation;X;X;X;X;X;;
