Date,Close
13/01/1995 23:58:00,"0,808412"
20/01/1995 23:58:00,"0,801665"
27/01/1995 23:58:00,"0,801536"
03/02/1995 23:58:00,"0,805474"
10/02/1995 23:58:00,"0,810043"
17/02/1995 23:58:00,"0,788452"
24/02/1995 23:58:00,"0,785857"
03/03/1995 23:58:00,"0,780332"
10/03/1995 23:58:00,"0,767461"
17/03/1995 23:58:00,"0,762019"
24/03/1995 23:58:00,"0,770236"
31/03/1995 23:58:00,"0,755518"
07/04/1995 23:58:00,"0,747662"
14/04/1995 23:58:00,"0,762486"
21/04/1995 23:58:00,"0,756712"
28/04/1995 23:58:00,"0,750467"
05/05/1995 23:58:00,"0,750021"
12/05/1995 23:58:00,"0,759474"
19/05/1995 23:58:00,"0,780341"
26/05/1995 23:58:00,"0,753299"
02/06/1995 23:58:00,"0,76156"
09/06/1995 23:58:00,"0,760571"
16/06/1995 23:58:00,"0,760455"
23/06/1995 23:58:00,"0,754712"
30/06/1995 23:58:00,"0,751881"
07/07/1995 23:58:00,"0,750753"
14/07/1995 23:58:00,"0,750468"
21/07/1995 23:58:00,"0,748672"
28/07/1995 23:58:00,"0,745766"
04/08/1995 23:58:00,"0,749685"
11/08/1995 23:58:00,"0,763604"
18/08/1995 23:58:00,"0,786782"
25/08/1995 23:58:00,"0,786849"
01/09/1995 23:58:00,"0,784312"
08/09/1995 23:58:00,"0,793646"
15/09/1995 23:58:00,"0,794727"
22/09/1995 23:58:00,"0,767935"
29/09/1995 23:58:00,"0,765702"
06/10/1995 23:58:00,"0,775254"
13/10/1995 23:58:00,"0,772913"
20/10/1995 23:58:00,"0,767872"
27/10/1995 23:58:00,"0,761211"
03/11/1995 23:58:00,"0,775918"
10/11/1995 23:58:00,"0,77"
17/11/1995 23:58:00,"0,766927"
24/11/1995 23:58:00,"0,766403"
01/12/1995 23:58:00,"0,785363"
08/12/1995 23:58:00,"0,78351"
15/12/1995 23:58:00,"0,785666"
22/12/1995 23:58:00,"0,785055"
29/12/1995 23:58:00,"0,779907"
05/01/1996 23:58:00,"0,781062"
12/01/1996 23:58:00,"0,778454"
19/01/1996 23:58:00,"0,8"
26/01/1996 23:58:00,"0,812875"
02/02/1996 23:58:00,"0,808802"
09/02/1996 23:58:00,"0,80353"
16/02/1996 23:58:00,"0,799485"
23/02/1996 23:58:00,"0,792451"
01/03/1996 23:58:00,"0,799102"
08/03/1996 23:58:00,"0,797323"
15/03/1996 23:58:00,"0,795736"
22/03/1996 23:58:00,"0,799038"
29/03/1996 23:58:00,"0,795731"
05/04/1996 23:58:00,"0,795605"
12/04/1996 23:58:00,"0,803669"
19/04/1996 23:58:00,"0,801663"
26/04/1996 23:58:00,"0,813737"
03/05/1996 23:58:00,"0,814248"
10/05/1996 23:58:00,"0,808869"
17/05/1996 23:58:00,"0,813209"
24/05/1996 23:58:00,"0,815795"
31/05/1996 23:58:00,"0,811692"
07/06/1996 23:58:00,"0,808928"
14/06/1996 23:58:00,"0,806195"
21/06/1996 23:58:00,"0,805477"
28/06/1996 23:58:00,"0,803021"
05/07/1996 23:58:00,"0,804705"
12/07/1996 23:58:00,"0,802762"
19/07/1996 23:58:00,"0,790703"
26/07/1996 23:58:00,"0,785736"
02/08/1996 23:58:00,"0,787274"
09/08/1996 23:58:00,"0,787219"
16/08/1996 23:58:00,"0,790203"
23/08/1996 23:58:00,"0,790822"
30/08/1996 23:58:00,"0,786038"
06/09/1996 23:58:00,"0,786785"
13/09/1996 23:58:00,"0,799803"
20/09/1996 23:58:00,"0,798343"
27/09/1996 23:58:00,"0,798341"
04/10/1996 23:58:00,"0,801094"
11/10/1996 23:58:00,"0,79872"
18/10/1996 23:58:00,"0,802509"
25/10/1996 23:58:00,"0,794151"
01/11/1996 23:58:00,"0,791014"
08/11/1996 23:58:00,"0,788458"
15/11/1996 23:58:00,"0,785236"
22/11/1996 23:58:00,"0,779845"
29/11/1996 23:58:00,"0,79504"
06/12/1996 23:58:00,"0,799683"
13/12/1996 23:58:00,"0,800637"
20/12/1996 23:58:00,"0,80775"
27/12/1996 23:58:00,"0,805734"
03/01/1997 23:58:00,"0,80026"
10/01/1997 23:58:00,"0,811685"
17/01/1997 23:58:00,"0,823514"
24/01/1997 23:58:00,"0,84182"
31/01/1997 23:58:00,"0,845589"
07/02/1997 23:58:00,"0,853754"
14/02/1997 23:58:00,"0,867901"
21/02/1997 23:58:00,"0,868808"
28/02/1997 23:58:00,"0,870774"
07/03/1997 23:58:00,"0,880984"
14/03/1997 23:58:00,"0,878267"
21/03/1997 23:58:00,"0,87222"
28/03/1997 23:58:00,"0,86461"
04/04/1997 23:58:00,"0,860506"
11/04/1997 23:58:00,"0,881293"
18/04/1997 23:58:00,"0,878584"
25/04/1997 23:58:00,"0,881973"
02/05/1997 23:58:00,"0,884014"
09/05/1997 23:58:00,"0,874426"
16/05/1997 23:58:00,"0,870098"
23/05/1997 23:58:00,"0,867984"
30/05/1997 23:58:00,"0,872899"
06/06/1997 23:58:00,"0,889595"
13/06/1997 23:58:00,"0,886451"
20/06/1997 23:58:00,"0,882531"
27/06/1997 23:58:00,"0,880743"
04/07/1997 23:58:00,"0,889359"
11/07/1997 23:58:00,"0,892462"
18/07/1997 23:58:00,"0,908353"
25/07/1997 23:58:00,"0,926439"
01/08/1997 23:58:00,"0,935277"
08/08/1997 23:58:00,"0,952194"
15/08/1997 23:58:00,"0,936328"
22/08/1997 23:58:00,"0,930844"
29/08/1997 23:58:00,"0,914412"
05/09/1997 23:58:00,"0,924469"
12/09/1997 23:58:00,"0,90959"
19/09/1997 23:58:00,"0,907436"
26/09/1997 23:58:00,"0,895656"
03/10/1997 23:58:00,"0,906284"
10/10/1997 23:58:00,"0,888725"
17/10/1997 23:58:00,"0,896213"
24/10/1997 23:58:00,"0,900492"
31/10/1997 23:58:00,"0,876573"
07/11/1997 23:58:00,"0,867452"
14/11/1997 23:58:00,"0,874895"
21/11/1997 23:58:00,"0,872678"
28/11/1997 23:58:00,"0,890634"
05/12/1997 23:58:00,"0,893894"
12/12/1997 23:58:00,"0,892938"
19/12/1997 23:58:00,"0,894851"
26/12/1997 23:58:00,"0,900416"
02/01/1998 23:58:00,"0,91274"
09/01/1998 23:58:00,"0,917849"
16/01/1998 23:58:00,"0,925067"
23/01/1998 23:58:00,"0,910168"
30/01/1998 23:58:00,"0,925416"
06/02/1998 23:58:00,"0,910417"
13/02/1998 23:58:00,"0,920808"
20/02/1998 23:58:00,"0,919706"
27/02/1998 23:58:00,"0,914911"
06/03/1998 23:58:00,"0,92558"
13/03/1998 23:58:00,"0,921747"
20/03/1998 23:58:00,"0,922759"
27/03/1998 23:58:00,"0,916081"
03/04/1998 23:58:00,"0,932753"
10/04/1998 23:58:00,"0,919304"
17/04/1998 23:58:00,"0,907444"
24/04/1998 23:58:00,"0,907768"
01/05/1998 23:58:00,"0,907188"
08/05/1998 23:58:00,"0,898221"
15/05/1998 23:58:00,"0,903337"
22/05/1998 23:58:00,"0,895174"
29/05/1998 23:58:00,"0,905721"
05/06/1998 23:58:00,"0,8979"
12/06/1998 23:58:00,"0,916006"
19/06/1998 23:58:00,"0,905885"
26/06/1998 23:58:00,"0,908099"
03/07/1998 23:58:00,"0,916341"
10/07/1998 23:58:00,"0,921747"
17/07/1998 23:58:00,"0,904113"
24/07/1998 23:58:00,"0,902935"
31/07/1998 23:58:00,"0,903774"
07/08/1998 23:58:00,"0,899446"
14/08/1998 23:58:00,"0,907354"
21/08/1998 23:58:00,"0,909937"
28/08/1998 23:58:00,"0,905227"
04/09/1998 23:58:00,"0,883784"
11/09/1998 23:58:00,"0,859467"
18/09/1998 23:58:00,"0,861028"
25/09/1998 23:58:00,"0,848675"
02/10/1998 23:58:00,"0,831669"
09/10/1998 23:58:00,"0,821982"
16/10/1998 23:58:00,"0,818937"
23/10/1998 23:58:00,"0,832783"
30/10/1998 23:58:00,"0,840405"
06/11/1998 23:58:00,"0,84588"
13/11/1998 23:58:00,"0,856902"
20/11/1998 23:58:00,"0,85708"
27/11/1998 23:58:00,"0,866325"
04/12/1998 23:58:00,"0,851207"
11/12/1998 23:58:00,"0,842605"
18/12/1998 23:58:00,"0,845738"
25/12/1998 23:58:00,"0,850126"
01/01/1999 23:58:00,"0,856168"
08/01/1999 23:58:00,"0,857659"
15/01/1999 23:58:00,"0,857932"
22/01/1999 23:58:00,"0,860807"
29/01/1999 23:58:00,"0,87658"
05/02/1999 23:58:00,"0,883631"
12/02/1999 23:58:00,"0,889841"
19/02/1999 23:58:00,"0,89397"
26/02/1999 23:58:00,"0,906785"
05/03/1999 23:58:00,"0,922598"
12/03/1999 23:58:00,"0,91458"
19/03/1999 23:58:00,"0,914159"
26/03/1999 23:58:00,"0,923536"
02/04/1999 23:58:00,"0,928643"
09/04/1999 23:58:00,"0,928595"
16/04/1999 23:58:00,"0,936325"
23/04/1999 23:58:00,"0,940109"
30/04/1999 23:58:00,"0,942893"
07/05/1999 23:58:00,"0,926098"
14/05/1999 23:58:00,"0,937561"
21/05/1999 23:58:00,"0,943661"
28/05/1999 23:58:00,"0,956298"
04/06/1999 23:58:00,"0,969466"
11/06/1999 23:58:00,"0,95139"
18/06/1999 23:58:00,"0,96909"
25/06/1999 23:58:00,"0,956299"
02/07/1999 23:58:00,"0,976273"
09/07/1999 23:58:00,"0,981645"
16/07/1999 23:58:00,"0,980678"
23/07/1999 23:58:00,"0,950753"
30/07/1999 23:58:00,"0,933626"
06/08/1999 23:58:00,"0,930575"
13/08/1999 23:58:00,"0,937645"
20/08/1999 23:58:00,"0,937297"
27/08/1999 23:58:00,"0,956844"
03/09/1999 23:58:00,"0,93371"
10/09/1999 23:58:00,"0,949132"
17/09/1999 23:58:00,"0,962367"
24/09/1999 23:58:00,"0,953657"
01/10/1999 23:58:00,"0,930758"
08/10/1999 23:58:00,"0,936246"
15/10/1999 23:58:00,"0,920305"
22/10/1999 23:58:00,"0,926013"
29/10/1999 23:58:00,"0,953565"
05/11/1999 23:58:00,"0,962007"
12/11/1999 23:58:00,"0,965249"
19/11/1999 23:58:00,"0,969843"
26/11/1999 23:58:00,"0,986099"
03/12/1999 23:58:00,"0,996612"
10/12/1999 23:58:00,"0,985901"
17/12/1999 23:58:00,"0,978862"
24/12/1999 23:58:00,"0,990981"
31/12/1999 23:58:00,"0,994035"
07/01/2000 23:58:00,"0,97078"
14/01/2000 23:58:00,"0,976373"
21/01/2000 23:58:00,"0,985804"
28/01/2000 23:58:00,"1,01482"
04/02/2000 23:58:00,"1,010103"
11/02/2000 23:58:00,"1,016575"
18/02/2000 23:58:00,"1,014409"
25/02/2000 23:58:00,"1,012863"
03/03/2000 23:58:00,"1,037672"
10/03/2000 23:58:00,"1,033911"
17/03/2000 23:58:00,"1,034127"
24/03/2000 23:58:00,"1,030603"
31/03/2000 23:58:00,"1,046132"
07/04/2000 23:58:00,"1,043082"
14/04/2000 23:58:00,"1,046134"
21/04/2000 23:58:00,"1,0563"
28/04/2000 23:58:00,"1,100962"
05/05/2000 23:58:00,"1,114958"
12/05/2000 23:58:00,"1,108274"
19/05/2000 23:58:00,"1,118942"
26/05/2000 23:58:00,"1,092179"
02/06/2000 23:58:00,"1,068828"
09/06/2000 23:58:00,"1,046461"
16/06/2000 23:58:00,"1,046463"
23/06/2000 23:58:00,"1,065988"
30/06/2000 23:58:00,"1,044057"
07/07/2000 23:58:00,"1,051969"
14/07/2000 23:58:00,"1,067578"
21/07/2000 23:58:00,"1,06952"
28/07/2000 23:58:00,"1,079446"
04/08/2000 23:58:00,"1,105214"
11/08/2000 23:58:00,"1,098179"
18/08/2000 23:58:00,"1,093136"
25/08/2000 23:58:00,"1,108775"
01/09/2000 23:58:00,"1,125372"
08/09/2000 23:58:00,"1,147579"
15/09/2000 23:58:00,"1,155141"
22/09/2000 23:58:00,"1,159557"
29/09/2000 23:58:00,"1,135337"
06/10/2000 23:58:00,"1,14482"
13/10/2000 23:58:00,"1,155405"
20/10/2000 23:58:00,"1,183712"
27/10/2000 23:58:00,"1,203654"
03/11/2000 23:58:00,"1,147842"
10/11/2000 23:58:00,"1,15314"
17/11/2000 23:58:00,"1,168633"
24/11/2000 23:58:00,"1,188639"
01/12/2000 23:58:00,"1,140907"
08/12/2000 23:58:00,"1,126637"
15/12/2000 23:58:00,"1,111973"
22/12/2000 23:58:00,"1,0826"
29/12/2000 23:58:00,"1,074687"
05/01/2001 23:58:00,"1,048004"
12/01/2001 23:58:00,"1,051412"
19/01/2001 23:58:00,"1,06123"
26/01/2001 23:58:00,"1,074115"
02/02/2001 23:58:00,"1,063151"
09/02/2001 23:58:00,"1,085301"
16/02/2001 23:58:00,"1,096967"
23/02/2001 23:58:00,"1,106194"
02/03/2001 23:58:00,"1,068259"
09/03/2001 23:58:00,"1,069863"
16/03/2001 23:58:00,"1,11844"
23/03/2001 23:58:00,"1,119947"
30/03/2001 23:58:00,"1,135202"
